district_mukim,sample_size,avg_landsm,avg_floorsm,price_2021,price_2022,avg_pricePerct,location,types,source
Taman Desa Pantai II (Pecahan Lot 362),3.0,130.0,78.0,,253000 - 293000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Desa Permai, Kampung Koh",1.0,151.0,82.0,,220000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Dinding,1.0,157.0,100.0,150000 - 180000,180000,6.7,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Emas 2 (Pecahan Lot 1238-1241, 8456)",2.0,120.0,72.0,210000 - 260000,200000 - 240000,-6.4,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Harmoni, Sitiawan",1.0,137.0,72.0,,180000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Hijau I, Kampung Koh",1.0,153.0,103.0,,260000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Hijau II, Kampung Koh",1.0,130.0,81.0,,210000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Hijau, Kampung Koh",1.0,143.0,92.0,,195000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Jasmin, Ayer Tawar",2.0,142.0,89.0,,100000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Kiara,2.0,130.0,82.0,,170000 - 185000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Krishnan,1.0,143.0,95.0,195000,200000,2.6,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Manjung Point I & II,4.0,111.0,78.0,,175000 - 280000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
,3.0,121.0,78.0,185000 - 250000,180000 - 250000,-7.9,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Manjung Point IV,1.0,137.0,94.0,270000 - 290000,280000,Stable,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Manjung Point Sek II,3.0,121.0,73.0,255000 - 260000,220000 - 235000,-10.7,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Mas,2.0,130.0,66.0,,125000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Muhibbah II,3.0,121.0,74.0,215000,210000 - 220000,Stable,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Muhibbah, Sitiawan",2.0,134.0,68.0,220000,198000 - 218000,-5.5,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Pengkalan Damai,1.0,161.0,89.0,,170000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Pantai Damai,1.0,111.0,73.0,225000 - 230000,200000,-12.1,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Permatang Permai,1.0,137.0,87.0,250000,260000,4,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Raja Muda Musa,1.0,143.0,84.0,,200000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Raja Muda Musa II,2.0,143.0,96.0,,278800,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Rasa Sayang, Sitiawan",1.0,164.0,99.0,160000,180000,12.5,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Samudera  ,1.0,102.0,56.0,170000,165000,-2.9,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Samudera Fasa 4,1.0,121.0,76.0,160000 - 230000,190000,-2.6,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Sejati,5.0,121.0,76.0,185000 - 200000,195000 - 215000,7.4,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Selamat, Ayer Tawar",2.0,130.0,77.0,,200000 - 227000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Selamat Indah 1, Sitiawan",1.0,167.0,111.0,,280000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Seri Pencalang (Pecahan Lot  11469/9617),1.0,147.0,89.0,240000,260000,8.3,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Seri Wangsa 2 (Pecahan Lot  5197 & 5198),2.0,136.0,86.0,258000 - 270000,258000,-2.3,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Seri Wangsa 3, KDSK (Pecahan Lot  5165)",2.0,167.0,90.0,325000,310000,-4.6,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Simpang Dua,2.0,136.0,84.0,200000,135000 - 250000,-3.8,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Sinar (Pecahan Lot  960), Changkat Kruing",1.0,226.0,90.0,,250000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Singa Baru (Pecahan Lot  10230),2.0,120.0,74.0,210000,210000 - 225000,3.6,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Sitiawan Jaya (Pecahan Lot  10492),1.0,208.0,182.0,,350000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Batik,2.0,134.0,58.0,,137500 - 150000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Sri Gemilang, Sri Manjung      ",1.0,165.0,92.0,,255000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Koh I     ,2.0,130.0,89.0,185000,196000 - 215000,11.1,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Lekir,2.0,152.0,91.0,,210000 - 260000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
"Taman Sri Mawar, Kampung Cina      ",1.0,130.0,71.0,180000 - 235000,185000,-9.8,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Taman Wong Beng Hen       ,1.0,133.0,94.0,,180000,ND,Manjung,SINGLE STOREY TERRACE,2022/PERAK
Bandar Seri Iskandar,1.0,130.0,71.0,,185000,ND,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Bandar Universiti,11.0,140.0,86.0,140000 - 260000,143000 - 240000,2.6,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa KPMP                           ,2.0,132.0,75.28,,150000 - 180000,ND,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Gelung Indah     ,1.0,130.0,75.0,,220000,ND,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Gemilang,1.0,121.0,83.0,180000 - 200000,200000,3.4,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Indera,1.0,132.0,91.0,240000,250000,4.2,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Iskandar Perdana,1.0,130.0,82.0,200000,225000,12.5,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Taman Parit Jaya,1.0,143.0,80.0,,160000,ND,Perak Tengah,SINGLE STOREY TERRACE,2022/PERAK
Puncak Bougainvillea                    ,2.0,149.0,90.0,240000 - 250000,250000 - 260000,4.8,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Bougainvillea Indah                 ,1.0,143.0,99.0,,240000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Chandan Putri ,1.0,130.0,74.0,220000,226000,2.7,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Chandan Putri 3                     ,1.0,143.0,85.0,240000,250000,4.2,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Jalong                              ,1.0,163.504,102.24,,140000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Jalong Baru                         ,1.0,164.0,80.9,,190000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Jerlun,1.0,121.0,79.0,,170000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Jerlun Jaya                         ,1.0,111.0,74.0,170000 - 195000,185000,Stable,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
"Taman Kledang, Sungai Siput                   ",2.0,130.0,76.0,160000 - 190000,160000 - 200000,4.2,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Liman                               ,1.0,130.0,82.0,160000 - 200000,174000,-3.3,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Lintang Makmur                      ,2.0,153.0,80.2,200000 - 220000,187000 - 245000,2.857142857142857,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Muhibbah Baru  Fasa 1                     ,1.0,143.0,84.0,,197500,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Muhibbah Jaya       ,3.0,130.0,71.42,,177000 - 190000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Muhibbah Jaya Baru II                  ,1.0,126.0,76.25,,210000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
"Taman Pertama, Jalan KK             ",2.0,153.0,91.92,,160000 - 200000,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Rengas Jaya                         ,2.0,121.0,74.0,180000,170000,-5.6,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Seri Buloh                          ,1.0,130.0,89.43,180000 - 250000,210000,Stable,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Seri Emas Jaya 2                    ,1.0,111.0,74.0,235000,235000,Stable,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Sierra                            ,1.0,130.0,88.0,,262800,ND,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Taman Tun Sambanthan                      ,5.0,139.0,73.044,130000 - 160000,120000 - 160000,Stable,Kuala Kangsar,SINGLE STOREY TERRACE,2022/PERAK
Pecahan PT 9820 ,1.0,130.0,89.0,260000,265000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Anjung Semarak,2.0,130.0,79.0,190000 - 195000,185000 - 200000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Aor Damai,1.0,130.0,87.0,230000,225000,-2.2,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Assamara                            ,2.0,130.0,72.0,200000 - 230000,200000 - 250000,4.7,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Aulong Maju                         ,3.0,130.0,92.0,230000 - 288000,230000 - 265000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Aun Say                             ,1.0,130.0,93.0,,285000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Bersatu (Assam Kumbang)             ,1.0,130.0,81.0,,250000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Bukit Mas                           ,2.0,143.0,101.0,247000,250000 - 260000,3.2,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Changkat Damai                    ,1.0,111.0,74.0,,262000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Glenview/Jalan Azizul Rahman          ,2.0,133.0,90.0,172000 - 228000,200000 - 217000,4.3,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Jana Jaya 3,1.0,130.0,69.0,,250000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Jana Mulia                          ,2.0,130.0,70.0,,200000 - 235000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Jana Setia,1.0,130.0,90.0,,250000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Jana Utama                          ,2.0,130.0,74.42,230000 - 260000,240000 - 260000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Jebong Aman (Pecahan Lot 5013)      ,4.0,123.25,74.47,165000 - 190000,180000 - 185000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Juta,1.0,130.0,74.0,,170000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kamunting Aman                      ,1.0,130.0,74.0,175000 - 180000,190000,7,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kamunting Jaya                      ,2.0,132.9,75.47,160000 - 175000,170000 - 175000,3,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kamunting Maju                      ,2.0,153.2875,91.765,190000 - 260000,220000 - 240000,-2.8,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kamunting Mutiara                   ,1.0,121.0,80.83,180000 - 270000,229500,-1.5,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kamunting Perdana                   ,2.0,130.0,73.05,,199000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kota Jaya,3.0,149.0,78.0,175000 - 230000,180000 - 205000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kota Wira                           ,4.0,118.0,74.0,,168000 - 230000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Kuning Sari,1.0,130.0,74.0,160000 - 185000,175000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Larah Aman,1.0,111.0,74.0,211000 - 218000,218000,2.6,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Larah Ria                           ,2.0,130.0,88.0,230000,235000,2.2,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Marisa,1.0,130.0,74.0,200000,200000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Mewah (Assam Kumbang),1.0,130.0,72.0,170000 - 190000,180000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Palma 4                             ,4.0,130.0,71.0,180000 - 210000,170000 - 210000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Palma Puteri                        ,1.0,130.0,66.0,195000,195000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Panglima Jaya,1.0,130.0,78.0,,190000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Pengkalan Maju                      ,2.0,130.0,75.0,220000,205000 - 240000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Pengkalan Utama (Aor Utama),2.0,135.0,93.0,260000,265000 - 285000,5.8,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Pertama III                   ,3.0,143.0,74.0,,190000 - 300000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Pinang Seberang,5.0,111.0,71.0,180000 - 210000,185000 - 200000,2.4,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Saujana II,1.0,130.0,81.0,230000,250000,8.7,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Saujana Jaya                        ,5.0,126.2,74.78599999999999,180000 - 240000,170000 - 228000,-4,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Saujana Permai                      ,2.0,121.0,83.5,240000,230000 - 245000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Seri Changkat,3.0,133.0,90.0,230000,240000,4.3,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Simpang                             ,2.0,149.0,76.0,190000,190000 - 195000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Simpang Bakti,1.0,130.0,91.0,236000,230000,-2.5,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Simpang Bersatu,1.0,123.0,82.0,265000,273800,3.3,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Simpang Setia,1.0,121.0,74.0,,200000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Kota Fasa I                     ,1.0,143.0,74.0,185000 - 260000,240000,3.6,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Larut                           ,3.0,130.0,69.0,176000 - 210000,185000 - 220000,4,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Sungai Mas Fasa II & III,1.0,121.0,74.0,180000,170000,-5.6,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
"Taman Suria Permai I, II & III",4.0,111.0,74.0,,230000 - 268000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Taiping Baru                        ,2.0,149.0,106.0,,230000 - 240000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Tekah Impian                        ,3.0,153.0,98.0,280000 - 290000,284000 - 295000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Tekah Permai                        ,1.0,111.0,74.0,200000,200000,Stable,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Tupai Mas 1,2.0,111.0,70.0,,200000 - 230000,ND,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Yayasan                             ,2.0,127.0,66.0,180000 - 225000,205000,4.2,Larut dan Matang,SINGLE STOREY TERRACE,2022/PERAK
Taman Damai III                        ,1.0,130.0,76.0,,200000,ND,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Aman                           ,1.0,121.0,70.0,185000 - 200000,200000,3.9,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Kerian                              ,2.0,130.0,60.0,145000 - 150000,140000 - 170000,5.1,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Kerian Permai                       ,1.0,130.0,67.0,220000 - 300000,255000,3.2,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Kerian Sentosa                      ,2.0,130.0,76.0,240000 - 280000,260000 - 300000,7.7,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Mahsuri                             ,2.0,121.0,74.0,,200000,ND,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Serai Perdana                       ,1.0,139.0,97.0,250000 - 255000,253000,Stable,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Serai Permai                        ,3.0,130.0,66.0,185000 - 195000,175000 - 195000,-2.7,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Serai                           ,2.0,139.0,74.0,200000,185000 - 207000,Stable,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Tenggara                        ,2.0,130.0,92.0,195000 - 280000,200000 - 280000,Stable,Kerian,SINGLE STOREY TERRACE,2022/PERAK
Taman Permai Jaya                         ,2.0,130.0,78.0,,180000 - 210000,ND,Selama,SINGLE STOREY TERRACE,2022/PERAK
Taman Angsana (Gerik)                     ,1.0,130.0,84.0,220000,220000,Stable,Hulu Perak,SINGLE STOREY TERRACE,2022/PERAK
Taman Rafflesia (Tropicana Palm)           ,1.0,130.0,86.0,248000,248000,Stable,Hulu Perak,SINGLE STOREY TERRACE,2022/PERAK
Taman Semarak (Gerik)                     ,1.0,139.0,90.0,,245000,ND,Hulu Perak,SINGLE STOREY TERRACE,2022/PERAK
Taman Bagan Pasir                         ,2.0,130.03,89.745,185000,180000,-2.7027027027027026,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Bernam                         ,1.0,111.0,70.72,,190000,ND,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Bernam Indah                   ,2.0,131.5,86.805,240000 - 245000,200000 - 254000,-6.391752577319587,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Bersatu                        ,3.0,152.66666666666666,92.86,180000,170000 - 190000,Stable,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Melintang Baru                 ,1.0,149.0,74.35,180000,170000,-5.555555555555555,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Intan II                        ,1.0,130.0,84.54,,220000,ND,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Intan III                       ,2.0,125.5,89.24,265000,250000,-5.660377358490567,Bagan Datuk                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Botani Bidor                        ,4.0,111.0,74.36,149000,149000,Stable,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Bukit Bidor                         ,2.0,153.0,94.38,,192000 - 230000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Chit Loong                          ,1.0,160.25,94.53,210000,190000,-9.523809523809524,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Di Awan / Permai                    ,1.0,130.0,71.86,150000 - 175000,170000,Stable,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Maju Jaya                           ,3.0,140.33333333333334,80.65666666666667,150000 - 170000,150000 - 170000,Stable,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Permata Bidor                       ,1.0,130.0,81.97,,230000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Puteri Indah Bidor                  ,1.0,111.0,63.85,,150000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Tapah                           ,1.0,130.0,91.1,,230000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sungkai Perdana                     ,1.0,111.0,64.08,,210000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Taman Tapah Jaya                          ,1.0,143.0,93.38,,195000,ND,Batang Padang                             ,SINGLE STOREY TERRACE,2022/PERAK
Jalan Maharajalela                      ,1.0,128.0,82.6,,250000,ND,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Ramah                          ,1.0,157.837,91.13,,200000,ND,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Desa Wangsa                         ,1.0,198.0,113.68,,180000,ND,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Intan Mas I & III                  ,2.0,122.0,74.36,210000 - 233000,200000 - 245000,2.2205206738131746,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Intan Mutiara                       ,4.0,111.0,71.6125,200000 - 230000,200000 - 210000,-5.813953488372093,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Jaya                                ,2.0,148.547,84.15,200000,190000 - 200000,-2.5,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Melor                               ,1.0,111.0,75.2,230000 - 235000,230000,Stable,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sinar Jaya                          ,2.0,125.5,66.99,,188000 - 200000,ND,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Taman Sri Cicely                          ,3.0,156.07366666666667,97.56,,178000 - 230000,ND,Hilir Perak                               ,SINGLE STOREY TERRACE,2022/PERAK
Behrang 2020 / Taman Wawasan              ,11.0,113.54545454545455,59.40090909090909,165000 - 230000,175000 - 215000,2.441136844806571,Muallim                                   ,SINGLE STOREY TERRACE,2022/PERAK
Kota Malim Prima                        ,7.0,130.0857142857143,72.15714285714284,180000 - 210000,185000 - 200000,-3.1024531024530964,Muallim                                   ,SINGLE STOREY TERRACE,2022/PERAK
Proton City                             ,3.0,134.33333333333334,68.2,240000 - 247000,250000 - 260000,4.038329911019853,Muallim                                   ,SINGLE STOREY TERRACE,2022/PERAK
