Store,Address,state
MYGROCER (VHC 9745) HQ,NO 5 JALAN 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 PUCHONG SELANGOR,SELANGOR
LOTUSS (IPOH GARDEN),NO. 2 JALAN JAMBU TAMAN TEH TENG SENG 31400 IPOH PERAK,PERAK
B04-PASARAYA SAVE-SILIBIN,"403, JALAN SILIBIN TAMAN SERI TAHAN 30100 IPOH PERAK",PERAK
SERVAY EVERGREEN SDN BHD - SJKU,"DOUBLE STOREY SHOP BUILDING ON TL247500296, PEKAN KUNAK 91100 KUNAK SABAH",SABAH
99 SPEEDMART SDN BHD (SRI LALANG) - 2158,"NO: 11A & 15 (GROUND FLOOR), JALAN RIA 2 TAMAN RIA 86000 SRI LALANG JOHOR",JOHOR
G-MART BORNEO RETAIL SDN BHD - TAMBUNAN,"G*MART-TAMBUNAN STORE, LOT 1-4, BLOCK G TAMBUNAN NEW TOWNSHIP PHASE IV 89657 TAMBUNAN SABAH",SABAH
PERNIAGAAN IZZATULLAH (SG. LEREK),NO. A139 KAMPUNG SUNGAI LEREK 21450 PERMAISURI TERENGGANU,TERENGGANU
LOTUSS (PLENTONG),"LOT 34 JALAN MASAI, BATU 10 MASAI 81750 JOHOR BAHRU JOHOR",JOHOR
DMART SEGI PASOH 01,FELDA PASOH 01 SIMPANG PERTANG 72300 PASOH NEGERI SEMBILAN,NEGERI SEMBILAN
99 SPEEDMART SDN BHD (BRINCHANG) - 2962,"NO: 4 (GROUND FLOOR), JALAN BESAR BRINCHANG, 39100 BRINCHANG PAHANG",PAHANG
99 SPEEDMART SDN BHD (TMN BISTARI UTAMA)-2607,NO: 17A & 18A (GROUND FLOOR) JALAN BISTARI JAYA UTAMA TAMAN BISTARI UTAMA 08100 BEDONG KEDAH,KEDAH
99 SPEEDMART SDN BHD (TAMAN SAUJANA PUTRA) - 2495,NO: 2 & 3 (GROUND FLOOR) JALAN PUTRA 1 TAMAN SAUJANA PUTRA 84000 KESANG JOHOR,JOHOR
BATARAS SUPERSTORE TELIPOK,"""LOT 19, 20, 21, 23, 23A, WISMA TELIPOK RIA PHASE 1 TELIPOK 89200 TUARAN SABAH",SABAH
KK SUPER MART (TAMAN PERMATA LUMUT),"NO. 41 & 42, JALAN PERMATA 1, TAMAN PERMATA 32200 LUMUT PERAK",PERAK
TSB MINISTORE (SIMPANG EMPAT),"2,3,4 TAMAN SIMPANG JAYA, SIMPANG EMPAT, 06650 ALOR SETAR, KEDAH 06650 ALOR SETAR KEDAH",KEDAH
LOTUSS SEMENYIH,"LOTUSS SEMENYIH NO. 1, JALAN TPS 1/1 TAMAN PELANGI SEMENYIH 43500 SEMENYIH SELANGOR",SELANGOR
SERVAY EXPRESS - SEBRPP,"GROUND FLOOR, NO 20, JALAN BUNGA RAYA, PAPAR SABAH AND HELD UNDER TITLE NO. TOWN LEASE 027500947, DISTRICT OF PAPAR 88200 PAPAR SABAH",SABAH
ECO-SHOP GERIK,"NO. 2, 3 & 4 (GRD & 1ST FLR, JALAN IDAMAN 1 TAMAN IDAMAN 33300 GERIK PERAK",PERAK
99 SPEEDMART SDN BHD (TAMAN SERI MANGGIS) - 2886,NO: GD 160 & GD 161 (GROUND FLOOR) JALAN SERI MANGGIS FASA 2 UTAMA TAMAN SERI MANGGIS FASA 2 78000 ALOR GAJAH MELAKA,MELAKA
99 SPEEDMART SDN BHD (TMN TEMERLOH JAYA) - 2119,"NO : 96 & 98 (GROUND FLOOR), JALAN TEMERLOH JAYA, TAMAN TEMERLOH JAYA, 28000 TEMERLOH PAHANG",PAHANG
MEMPAGA FRESH SDN BHD (DAMAK),"MEMPAGA FRESH SDN BHD (DAMAK) 68, LORONG DU 1, TAMAN DAMAK UTAMA 27030 JERANTUT PAHANG",PAHANG
C-MART (SUNGAI PETANI),"NO 1, JALAN JATI KOMPLEKS AMANJAYA 08000 SUNGAI PETANI KEDAH",KEDAH
99 SPEEDMART SDN BHD (TMN KEMUDI) - 3283,"NO: A-2 & A-3 (GROUND FLOOR), FASA 4, TAMAN KEMUDI JALAN KUALA KEDAH 06600 KUALA KEDAH KEDAH",KEDAH
GS MART (HQ),"LOT. 1937, JALAN KUKUP LAUT KUKUP JOHOR DARUL TAKZIM 82300 KUKUP JOHOR",JOHOR
BB SUPERMARKET,"NO, 121-128 (SL13122-13129) FRD & 1ST FLR, CENTRAL CITY PHASE 19, JALAN KUCHING-SAMARAHAN EXPRESSWAY, 94300 KOTA SAMARAHAN 94300 KOTA SAMARAHAN SARAWAK",SARAWAK
ECONMART EXPRESS SDN BHD - KLANG,"NO. 222-224, PERSIARAN PEGAGA, TAMAN BAYU PERDANA, 41200 KLANG SELANGOR",SELANGOR
PASARAYA JIASON (NUSA DAMAI) SDN BHD (BDR PENAWAR),"1-01 TO 10-01, JALAN CENGAL 1, TAMAN DESARU UTAMA, 81930 BANDR PENAWAR JOHOR",JOHOR
99 SPEEDMART SDN BHD (RANAU TOWN) - SBH 24620,"GROUND FLOOR, LOT 6 & 7 RANAU PLAZA 2, JALAN KEMBAR PEKAN PEKAN RANAU 89308 RANAU SABAH",SABAH
GIMART,"NO.4, BERHADAPAN SEK KEB IPOH, GUAL IPOH 17500 TANAH MERAH KELANTAN",KELANTAN
118 FRESHMART (SIMPANG PELANGAI),"NO: 1729, KAMPUNG SEMERTING, SIMPANG PELANGAI 28740 BENTONG PAHANG",PAHANG
ECONSAVE CASH & CARRY (JJ) SDN BHD (JENJAROM),NO. 1 (ECONSAVE) JALAN UTAMA 2 TAMAN SERI JAROMAS 42600 JENJAROM SELANGOR,SELANGOR
THE STORE (IPOH JALAN DATO ONN JAAFAR),JALAN DATO ONN JAAFAR 30300 IPOH PERAK,PERAK
CHUAN AIK CASH & CARRY SDN BHD,"POS 120A , MBP 630/1 PARIT YUSOF PEKAN BARU SUNGAI BALANG 83600 MUAR JOHOR",JOHOR
DMART SEGI PALONG 08,FELDA PALONG 08 73470 GEMAS NEGERI SEMBILAN,NEGERI SEMBILAN
PASAR MINI MUHAMMAD,"NO. 5 & 7, TAMAN ARKED SERI RAMBAI 75250 BUKIT RAMBAI MELAKA",MELAKA
NAM LEONG - CHINA STREET,"NO.29, LOT 102 CHINA STREET NO.29, LOT 102, CHINA STREET, 98000 MIRI, SARAWAK 98000 MIRI SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (TMN NUSA SENTRAL 1) - 2247,"NO 182 & 184 (GROUND FLOOR), JALAN SENTRAL 1 TAMAN NUSA SENTRAL KAMPUNG MASJID LAMA 79100 NUSAJAYA JOHOR",JOHOR
BLIMBEY ENTERPRISE,"LOT 8070,8072B JALAN PASIR MAS KAMPUNG JELATOK 17500 TANAH MERAH KELANTAN",KELANTAN
KEDAI RUNCIT COOPMART,HADAPAN PAJABAT FELCRA KAWASAN PERUPOK KUBOR PANJANG 06760 PENDANG KEDAH,KEDAH
SERVAY EXPRESS SDN BHD - SETN,"C-STORE SETN PARCEL OF THE LAND HELD UNDER CL1651298222 LOCATED 6 KM, JALAN LAGUD TENOM KENINGAU IN THE DISTRICT OF TENOM, 89907 TENOM 89907 TENOM SABAH",SABAH
ML BERKAT SETIA,"KG. PERPADUAN, KUDAT 89050 PULAU BANGGI SABAH",SABAH
99 SPEEDMART SDN BHD (BDR MAHKOTA BANTING) - 2830,"NO: 8-G-92 & 8-G-94 (GROUND FLOOR), JALAN USAHAWAN 2, BANDAR MAHKOTA BANTING, 42700 BANTING SELANGOR",SELANGOR
BATARAS SUPERSTORE KUNAK,"NO. C1, C2, C3, C4, C5, C6, C7, C8 & C9 MAGANTING PLAZA 91100 KUNAK SABAH",SABAH
EVERRISE DEPARTMENTAL STORE (4TH MILE) SDN BHD,"LOT 759, BLOCK 218, KNLD, 4TH MILE, PENRISSEN ROAD 93250 KUCHING SARAWAK",SARAWAK
TUNAS MANJA SDN BHD (BANDAR SERI COALFIELDS),"NO 23-G, 25-G, 27-G JALAN BSC 2C/5, PRECINT 2, BANDAR SERI COALFIELDS 47000 SUNGAI BULOH SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (KAHANG)-2179,"NO: 1 (GROUND FLOOR), JALAN KAHANG MUHIBBAH TAMAN KAHANG MUHIBBAH 86700 KAHANG JOHOR",JOHOR
G-MART SG SDN BHD - KG TULID,"LOT 4, TULID POINT, KAMPUNG TULID, KENINGAU SABAH MEASURING APPROXIMATELY 2000SQ.FT. HELD UNDER NT.133068461 IN THE DISTRICT OF KENINGAU. 89000 KENINGAU SABAH",SABAH
PASARAYA BERKAT YUSRI (TENDONG),LOT 1189 A-D KG. TOK BUAK TENDONG 17030 TENDONG KELANTAN,KELANTAN
PACIFIC HYPERMARKET (KLUANG MALL),"G-88 & 1-88 KLUANG MALL, JALAN RAMBUTAN BANDAR KLUANG 86000 KLUANG JOHOR",JOHOR
MYGROCER (VHE 3147),NO 5 JALAN PTP 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 PUCHONG SELANGOR,SELANGOR
99 SPEEDMART SDN BHD (KUDAT TOWN 1) - SBH 22419,KEDAI NO. 802 GROUND FLOOR JALAN OKK HAJI ABDUL GHANI 89050 KUDAT SABAH,SABAH
99 SPEEDMART SDN BHD (KG BIAH) - SBH 25220,NT. NO. 135348560 KG. BATU 4 BIAH JALAN NABAWAN 89000 KENINGAU SABAH,SABAH
XING WANG TRADING,"LOT 44, BELURU TOWN DISTRICT, BAKONG, BARAM 98050 MIRI SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (LAVENDER HEIGHTS) - 1583,NO: 145 & 146 JALAN LAVENDER HEIGHTS 3 LAVENDER HEIGHTS BUSINESS SQUARE 70400 SENAWANG NEGERI SEMBILAN,NEGERI SEMBILAN
BILLION SHOPPING CENTRE (TELUK INTAN) SDN BHD - SERI ISKANDAR,"LOT 526, LEBUH SIBC 32610 BANDAR SERI ISKANDAR PERAK",PERAK
TUNAS MANJA SDN BHD (CAW BUKIT KUANG),"PT 7862 LOT 6953 DAN PT 7864 KG. BUKIT KUANG, TELOK KALONG 24000 KEMAMAN TERENGGANU",TERENGGANU
ECONO JAYA TAMAN RIA JAYA,"NO.12 & 13,JALAN KUDA KEPANG 1/1 TAMAN RIA JAYA 08000 SUNGAI PETANI KEDAH",KEDAH
ABANG BAWANG & ADIK KACANG SDN BHD,572 TAMAN KOTA JAYA 34700 SIMPANG PERAK,PERAK
99 SPEEDMART SDN BHD (ANTARA GAPI) - 1625,"NO: 20 & 22, JALAN GAPI 1A/2, PERNIAGAAN ANTARA GAPI, HULU YAM BHARU, 48200 SUNGAI CHIK SELANGOR",SELANGOR
GIANT MINI (BANDAR SUNGAI LONG),NO 29-G JALAN SL 1/3 BANDAR SUNGAI LONG 43000 KAJANG SELANGOR,SELANGOR
ECO-SHOP SEMPORNA,"NO. 1, 2 & 3 (GRD, 1ST & 2ND FLOOR) BLOCK C SEMPORNA SQUARE 91308 SEMPORNA SABAH",SABAH
TF VALUE-MART (BATU GAJAH),"TF VALUE-MART (BATU GAJAH) PLOT 1, JALAN BHARU 1 BANDAR BARU 31000 BATU GAJAH PERAK",PERAK
DESSY ENTERPRISE,KG SINSINGON SEPULUT 89000 SEPULUT SABAH,SABAH
NZ WANNINA ENTERPRISE,"LOT 60, KAMPUNG MUSA, MUKIM PEDU, 06300 KUALA NERANG, KEDAH 06300 KUALA NERANG KEDAH",KEDAH
PASARAYA WELL-MART SL1,NO. 10S & 11S JALAN BIDARA 1 68100 SELAYANG SELANGOR,SELANGOR
MEGAMART SDN BHD (JALAN JUNID),"NO 1,3,3-1 & 5 JALAN WARISAN 1 TAMAN WARISAN JALAN JUNID 84000 MUAR JOHOR",JOHOR
THE STORE (JALAN ZABEDAH),"NO. 28-B, JALAN ZABEDAH JOHOR KAMPUNG PEGAWAI 83000 BATU PAHAT JOHOR",JOHOR
TSB MINISTORE (JALAN PUTRA),"94-X, SEBERANG JALAN PUTRA, 05150 ALOR SETAR, KEDAH 05150 ALOR SETAR KEDAH",KEDAH
CS MART - LONG LAMA,"NO. 16B, JALAN LEE KAI TAI 98300 LONG LAMA SARAWAK",SARAWAK
MF MART,"GROUND FLOOR NO 2, JEMUKAN BAZAAR, JALAN ASAJAYA, 94600 ASAJAYA 94600 ASAJAYA SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (SHAH ALAM SEK 19) - 1527,"NO:2, JALAN NELAYAN D 19/D SEKSYEN 19 40150 SHAH ALAM SELANGOR",SELANGOR
FRESH 365 - BANDAR AMANJAYA 2,"PT 15 MUKIM BANDAR AMANJAYA, 08000 SUNGAI PETANI, KEDAH 08000 SUNGAI PETANI KEDAH",KEDAH
MYDIN MART (SUBANG ANGSANA),"D1-01-06 ,D1-01-07,D1-01-08,D1-01-09, & D1-01-10 PANGSAPURI ANGSANA PERSIARAN SUBANG MEWAH,USJ1 47620 SUBANG JAYA SELANGOR",SELANGOR
TUNAS MANJA SDN BHD (ANGKASA NURI),"14-30, JALAN IAN 1, JLN INDUSTRI ANGKASA NURI JLN INDUSTRI ANGKASA NURI, HANG TUAH JAYA 76100 DURIAN TUNGGAL MELAKA",MELAKA
FRIENDLY DEPARTMENT STORE SDN BHD,"NO2-12, JALAN TAPAH, LORONG TAPAH 1 96100 SARIKEI SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (GARDEN HOMES 1) - 1347,"NO: 118 & 119 JALAN S2 F2 GARDEN HOMES,SEREMBAN 2 70300 SEREMBAN NEGERI SEMBILAN",NEGERI SEMBILAN
99 SPEEDMART SDN BHD (TAMAN KINRARA) - 2605,"NO: 72 & 74 (GROUND FLOOR) JALAN TK 1/1, TAMAN KINRARA BATU 7, JALAN PUCHONG 47190 PUCHONG SELANGOR",SELANGOR
PASARAYA ZAHIR,NO.16 LORONG TERATAI 2/12 BANDAR BARU KUALA SELANGOR 45000 KUALA SELANGOR SELANGOR,SELANGOR
TMG EXPRESS 3000 SDN BHD (SG ISAP),"A1 & A3, LORONG RP1/1 25150 KUANTAN PAHANG",PAHANG
99 SPEEDMART SDN BHD (PEKAN PANDAMARAN) - 1356,"NO: 316-B, LORONG AMARASEGERA, PANDAMARAN, 42000 PELABUHAN KLANG SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN TABUNG HAJI) - 3337,"NO: 447 & 448 (GROUND FLOOR), TAMAN TABUNG HAJI TAMAN TENGKU MAHERAN, BANDAR DARULAMAN 06200 KEPALA BATAS KEDAH",KEDAH
99 SPEEDMART SDN BHD (TAMPARULI POINT) - SBH 17417,"LOT 12 & 13, BLOCK B GROUND FLOOR TAMPARULI POINT 89250 TUARAN SABAH",SABAH
KESIDANG FAMILY STORE SDN BHD,NO. 21-29 JALAN KESIDANG 3/11 MELAKA MALL 75300 MELAKA MELAKA,MELAKA
TMG EXPRESS 3000 (CHENDERING) SDN BHD,"PT 3425, 3426 & 3427, GROUND FLOOR CHENDERING HEIGHT 21080 KUALA TERENGGANU TERENGGANU",TERENGGANU
HAIRUN TRADING,"KAWASAN PERNIAGAAN FELDA ANJUNG TEDUH NO LOT 21, 91150, LAHAD DATU 91150 LAHAD DATU SABAH",SABAH
PASARAYA ECONJAYA (GUA MUSANG),"PT 8361-8372, TMN WANGSA MEWANGI JALAN PERSIARAN RAYA 18300 GUA MUSANG KELANTAN",KELANTAN
DINNOT ENTERPRISE,"NO. 23, TAMAN BANDAR BARU DUA, 06400 POKOK SENA, KEDAH 06400 POKOK SENA KEDAH",KEDAH
MS MEMPAGA SEGAR SDN BHD,"NO. P-14, TAMAN SENTOSA 28600 KARAK PAHANG",PAHANG
RMS VILLAGE ENTERPRISE,LOT 2275 KAMPUNG BUJOK TO' UBAN 17050 PASIR MAS KELANTAN,KELANTAN
SERVAY EXPRESS - SEAN,"NT 133062512, JALAN APIN-APIN KENINGAU 89008 KENINGAU SABAH",SABAH
KELUARGA BAKONG,"LOT 250, XIANG XIANG SHOPHOUSE, BAKONG COMMERCIAL CENTRE 98050 BAKONG SARAWAK",SARAWAK
SM SUPERSTORE PLT,"LOT 11, KAMPUNG KIANDONGO DARAT, JALAN TONGOD RANAU 89300 TONGOD SABAH",SABAH
SINYIN MART SDN BHD - SELANGAU,"SUBLOT NO. 24-40, LOT 169-175, JALAN TADANG SELANGAU 96000 SIBU SARAWAK",SARAWAK
TPG MIX MART SDN. BHD. (TMN KOTA MASAI),"NO 39, 41, 43 JALAN TEMBIKAI 2, TAMAN KOTA MASAI, 81700 PASIR GUDANG JOHOR",JOHOR
PASAR MINI TMK SHAMN,"NO.436, JALAN BESAR BANDAR TEMANGAN 18400 TEMANGAN KELANTAN",KELANTAN
ER ENTERPRISE,KAMPUNG MALABAU BEAUFORT 89800 89800 BEAUFORT SABAH,SABAH
PASAR RAYA DESA SEGAR (BANGI),"NO 5,7,7-G, JALAN SERI PUTRA 1/8, BANDAR SERI PUTRA 1/8, BANDAR SERI PUTRA BANGI, 43000 KAJANG SELANGOR",SELANGOR
PASARAYA INTI,"BLOCK H2, NO.31 & 33 JALAN PJ1 TAMAN PERTAM JAYA PADANG TEMU 75050 PERTAM JAYA MELAKA",MELAKA
WINPLUS SDN BHD,"LOT 624, KAMPUNG BUKIT KOTA JALAN BUANGSIOL 98700 LIMBANG SARAWAK",SARAWAK
PASARAYA ECONO KELISA RIA,"NO. 69, 70, 71, 72 & 73, JALAN KELISA RIA 1-D TAMAN KELISA RIA 08000 SUNGAI PETANI KEDAH",KEDAH
PASAR MINI CHOONG KEET,"71/73, PERSIARAN KLEBANG TIMUR 21 BANDAR BARU, MENGLEMBU 31450 IPOH PERAK",PERAK
EVERWIN CENTRE (MOYAN) SDN BHD,"PARCEL 1.15-1.23 BLOCK C LEVEL 1 & 2.13-2.24 BLOCK B & C LEVEL 2 THE GENESIS WALK, LOT 3772 & 3773, JALAN MATANG/BATU KAWA 93250 KUCHING SARAWAK",SARAWAK
LOTUSS (SETIA ALAM),"NO.2 JALAN SETIA PRIMA U13/3 SEKSYEN U13,SETIA ALAM 40170 SHAH ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN INDUSTRI SG BULOH) - 2537,"NO: 69 (GROUND FLOOR), JALAN TSB 10A, TAMAN INDUSTRI SUNGAI BULOH, 47000 SUNGAI BULOH SELANGOR",SELANGOR
MASLEE EXPRESS SDN BHD (KEMPAS (KP)),"LG1, 1 - LG 25, 25, 25-01, JALAN CENGKERIK 1, PUSAT PERDAGANGAN KEMPAS, 81200 JOHOR BAHRU, JOHOR 81200 JOHOR BAHRU JOHOR",JOHOR
JNIA KEKAL RESOURCES,"PT002180, KG TENGKU ABDUL RAHMAN, KAWASAN BALA 17610 KUALA BALAH KELANTAN",KELANTAN
EVERWIN (SABAH) SDN BHD,"LOT 5-14, PAPAR COMMERCIAL CENTRE, PAPAR BEAUFORT HIGHWAY 89608 PAPAR SABAH",SABAH
99 SPEEDMART SDN BHD (TMN PULASAN 2) - 3184,"NO: 668A (GROUND FLOOR), JALAN PULASAN 1/2A, TAMAN PULASAN, 06000 JITRA KEDAH",KEDAH
99 SPEEDMART SDN BHD (TEDUNGAN) - SWK 34024,"GROUND FLOOR LOT 1177 & LOT 1178 BLOCK 2 DLD, TEDUNGAN 98700 LIMBANG SARAWAK",SARAWAK
99 SPEEDMART SDN BHD (SIPITANG TOWN) - SBH 17718,"LOT NO. 3 & 4, BLOCK A LPPB, PHASE 3 LORONG DURIAN 89850 SIPITANG SABAH",SABAH
99 SPEEDMART SDN BHD (TMN ROYAL LILY) - 2050,"NO: B-G-10, 12 & 13A (GROUND FLOOR) BLOK B, JALAN ROYAL LILY 1 TAMAN ROYAL LILY 39000 TANAH RATA PAHANG",PAHANG
CHOP KWEK HUA,NO 33 NEW BAZAAR 94800 SIMUNJAN SARAWAK,SARAWAK
99 SPEEDMART SDN BHD (TAMAN SRI MAWAR) - 1980,NO: 19 & 21 (GROUND FLOOR) LORONG SRI MAWAR 12/1 TAMAN SRI MAWAR FASA II 70450 SENAWANG NEGERI SEMBILAN,NEGERI SEMBILAN
CC MART,"GF, S/LOT 260 NO. 61 JALAN PASAR ENGKILILI 95800 ENGKILILI SARAWAK",SARAWAK
PERNIAGAAN PAK TORI - TOKAI,"NO 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 & 11 JALAN SERI LAYANG-LAYANG 1 TAMAN SERI LAYANG-LAYANG 06660 TOKAI KEDAH",KEDAH
KK SUPER MART (BATU 17 KUCHING),"NO.71, SIBURAN BAZAAR, LOT 914, SENTAH SEGU DISTRICT 94200 KUCHING SARAWAK",SARAWAK
ON HING FUEL STATION (SIPUTEH) SDN BHD (CALTEX PETROL STATION),PT1952 TAMAN SIPUTEH MAS 31560 SIPUTEH PERAK,PERAK
THE STORE (PORT DICKSON),"GF, OCENIC MALL, JALAN BATU 1/2 NEGERI SEMBILAN 71000 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN
NSK TRADE CITY (NS2) SDN BHD,"LOT 1814 & 1816, JALAN HARUAN 2, OAKLAND INDUSTRIAL PARK 70200 SEREMBAN NEGERI SEMBILAN",NEGERI SEMBILAN
AEON BIG (KUANTAN),LEVEL 2 EAST COAST MALL JALAN PUTRA SQUARE 6 PUTRA SQUARE SEKSYEN 32 40460 25200 KUANTAN PAHANG,PAHANG
MYDIN HYPERMARKET GONG BADAK,"LOT PT35511 KG.BANGGOL, JALAN GONG PAK DAMAT GONG BADAK 21200 KUALA TERENGGANU TERENGGANU",TERENGGANU
KK SUPER MART (TAMAN BERTAM IMPIAN),"NO.4, JALAN BI 17A, TAMAN BERTAM IMPIAN 76450 MELAKA MELAKA",MELAKA
TMG EXPRESS 3000 SDN BHD (INDERA MAHKOTA),"A65-A67, A67-A71, JALAN IM 7/1, BANDAR INDERA MAHKOTA 25000 KUANTAN PAHANG",PAHANG
PASARAYA WELL-MART SB4,"NO. 7-G, JALAN U19/1 TAMAN SRI BULOH SEKSYEN U19 40160 SHAH ALAM SELANGOR",SELANGOR
AEON BIG (WANGSA MAJU),6 JALAN 8/27A SECTION 5 53300 WANGSA MAJU SELANGOR,SELANGOR
ECONMART BATU GAJAH,"KEDAI NO.2, PERTUBUHAN PELADANG KAWASAN LANAS JEDOK, LOT 2722, KG. BATU GAJAH 17500 TANAH MERAH KELANTAN",KELANTAN
99 SPEEDMART SDN BHD ( TMN SRI SKUDAI ) - 2309,"NO: 49 & 51 (GROUND FLOOR), JALAN EMAS PUTIH 5, TAMAN SRI SKUDAI, 81300 SKUDAI JOHOR",JOHOR
HERO SAVE MART - TAMAN RASA SAYANG,"NO. 24 & 26 JALAN SS 4C/5, TAMAN RASA SAYANG 47301 PETALING JAYA SELANGOR",SELANGOR
MYGROCER (VHE 2046),NO 5 JALAN PTP 1/6 TAMAN PERINDUSTRIAN TASIK PERDANA 47120 PUCHONG SELANGOR,SELANGOR
99 SPEEDMART SDN BHD (PUSAT KORMESIAL SAUJANA)-2617,NO: 43 & 44 (GROUND FLOOR) JALAN PKS (A) PUSAT KOMERSIAL SAUJANA 08000 SUNGAI PETANI KEDAH,KEDAH
LOTUSS KSL CITY,"LOTUSS KSL CITY LG-26, KSL CITY NO. 33 JALAN SELADANG, TAMAN CENTURY 80250 JOHOR BAHRU JOHOR",JOHOR
99 SPEEDMART SDN BHD (TMN SAVORI)-2957,NO: 5 & 6 (GROUND FLOOR) TAMAN SAVORI SIMPANG EMPAT KANGKONG 06650 SIMPANG EMPAT KEDAH,KEDAH
SNA USAHA ENTERPRISE (MELAKA),"KEDAI 1, PROGRAM PERUMAHAN RAKYAT KRUBONG MELAKA TENGAH, 75250 MELAKA MELAKA",MELAKA
CHOP SOON YEE,"LOT 118, CHOP SOON YEE SARATOK BAZAAR 95400 SARATOK SARAWAK",SARAWAK
PEMBORONG LASAAKU STORE,"BLOK 0, LOT 2, FASA 4 PUSAT KOMERSIAL CENDERAWASIH, PETI SURAT 60415, 91113 LAHAD DATU, SABAH 91113 LAHAD DATU SABAH",SABAH
99 SPEEDMART SDN BHD (BOUGAINVILLEA UTAMA) - 2647,NO: 17 & 18 (GROUND FLOOR) PERSIARAN BOUGAINVILLEA UTAMA 1 TAMAN BOUGAINVILLEA UTAMA 33010 KUALA KANGSAR PERAK,PERAK
TUNAS MANJA SDN BHD (BENTONG AVENUE),"LOT NO.15-27, GROUND FLOOR, BENTONG AVENUE, JALAN BENTONG AVENUE 28700 BENTONG PAHANG",PAHANG
99 SPEEDMART SDN BHD (TAMAN BAGAN INDAH) - 2675,NO: 1 & 2 (GROUND FLOOR) JALAN BAGAN INDAH TAMAN BAGAN INDAH 83000 BATU PAHAT JOHOR,JOHOR
PANTAI SELAMAT (IM) SDN BHD,"A79-A107, LORONG IM 3/19 TAMAN RADIANCE @ IM JALAN PINTASAN KUANTAN-GEBENG 25200 KUANTAN PAHANG",PAHANG
BORONG DIN AS CASH & CARRY SDN. BHD. (PADANG BESAR),"NO 14, 16, 18, 20, 22, 24 JALAN PADANG BESAR INDAH TAMAN PADANG BESAR INDAH 02100 PADANG BESAR PERLIS",PERLIS
HERO SAVE MART - TAMAN SRI SERDANG,"2-2-1A, JALAN 18/32 TAMAN SRI SERDANG 43300 SERI KEMBANGAN SELANGOR",SELANGOR
LOTUSS (LUKUT),"NO.35, JALAN PRIMA 1, LUKUT PRIMA PORT DICKSON 71010 PORT DICKSON NEGERI SEMBILAN",NEGERI SEMBILAN
PASARAYA MATAHARI (DENAI ALAM),"NO. 1,3,5,7,9,11,13 & 15, JALAN METAFASA V U16/V, PERSIARAN METAFASA 40160 SHAH ALAM SELANGOR",SELANGOR
99 SPEEDMART SDN BHD (TMN DELIMA KUALA SELANGOR) - 2927,"NO: 1 (GROUND FLOOR), JALAN DELIMA 1, TAMAN DELIMA, 45000 KUALA SELANGOR SELANGOR",SELANGOR
HF TANJUNG ENTERPRISE,"KM 42, KAMPUNG TANJUNG JALAN PADANG SANAI, 06300 KUALA NERANG, KEDAH 06300 KUALA NERANG KEDAH",KEDAH
TRELEAF MART (KAMPUNG LAUT),"LOT 8341, KAMPUNG LAUT, MUKIM PENGADANG BULUH 21080 KUALA TERENGGANU TERENGGANU",TERENGGANU
ST ROSYAM MART SDN BHD (JALAN KEBUN KLANG),LOT 15749 & LOT 15750 BATU 3 1/2 JALAN KEBUN KLANG BANDAR DIRAJA 41200 KLANG SELANGOR,SELANGOR
HERO MARKET - PIER 8,GL-16-05 GRAVIT 8 JALAN BAYU LAUT/KS09 41200 KLANG SELANGOR,SELANGOR
TRELEAF MART (CABANG TIGA),"NO. 8, NO. 9 & NO. 10, TINGKAT BAWAH, PUSAT KOMERSIAL CABANG TIGA, 21000 KUALA TERENGGANU TERENGGANU",TERENGGANU
SRI TERNAK FOOD MART (SL) SDN BHD,"LOT 1031, BLOCK 7H, 7J & 7K BATU 7 1/2 JALAN RAWANG 68100 SELAYANG SELANGOR",SELANGOR
BOULEVARD TRADING (MQ),LOT 984 BLOCK 9 MIRI CONCESSION LAND DISTRICT 98000 MIRI SARAWAK,SARAWAK
UR MESRA,SKIM LTG KUALA TOMANI PETI SURAT BIL 242 89908 TENOM SABAH,SABAH
ECONSAVE CASH & CARRY (AB) SDN BHD (AMPANG BARU),NO. 2 JALAN PERNIAGAAN AMPANG 4 PUSAT PERNIAGAAN AMPANG 31350 IPOH PERAK,PERAK
SERVAY EVERGREEN SDN BHD - SJTNK,"LOT NO 1&2, LOCATED AT BATU 27, KENINGAU-TENOM ROAD IN THE DISTRICT OF KENINGAU 89000 KENINGAU SABAH",SABAH
99 SPEEDMART SDN BHD (KOTA SERIEMAS) - 2155,"NO: 17 & 18 (GROUND FLOOR), JALAN LAMAN CEMPAKA 1A KOTA SERIEMAS, LABU 71800 NILAI NEGERI SEMBILAN",NEGERI SEMBILAN
